priority_score,id,type,name,address,primary_source_url,source_updated_at,missing_fields,stale_enrichment_fields,wikivoyage_listing_id,wikivoyage_source_url,match_score,queue_basis
10,osm_node_4294056396,see,Bảo tàng Mỹ Thuật Đà nẵng,,https://www.openstreetmap.org/node/4294056396,2019-12-31T20:18:31Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_118691767,see,Bảo tàng Quân khu 5,,https://www.openstreetmap.org/way/118691767,2026-03-09T23:42:55Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4294060393,see,bến xe Đà Nẵng,,https://www.openstreetmap.org/node/4294060393,2016-07-10T07:29:30Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5272119221,see,Ca Chep Hoa Rong,,https://www.openstreetmap.org/node/5272119221,2025-11-07T14:15:49Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1265740821,see,Cat Vang Beach,,https://www.openstreetmap.org/way/1265740821,2024-03-24T08:16:06Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5276547123,see,Cau Nguyen Van Troi Bridge,,https://www.openstreetmap.org/node/5276547123,2017-12-11T02:48:59Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_6512888885,see,Cementerio militar franco-español de Y Pha Nho,,https://www.openstreetmap.org/node/6512888885,2019-05-31T10:01:06Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4294143994,see,chi nhánh Travel Indochina tại Đà nẵng,,https://www.openstreetmap.org/node/4294143994,2016-07-10T07:32:31Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5272119721,see,Chu Dai Bi,,https://www.openstreetmap.org/node/5272119721,2024-01-28T11:02:59Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4692968491,see,Cong an My An,,https://www.openstreetmap.org/node/4692968491,2017-03-27T12:34:15Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4717753291,see,Cát Việt Travel & Media,,https://www.openstreetmap.org/node/4717753291,2019-06-07T17:37:47Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_6528451001,see,Cây đa Đò Xu,,https://www.openstreetmap.org/node/6528451001,2019-06-06T13:47:09Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_6346486685,see,Cây đa đại thụ,,https://www.openstreetmap.org/node/6346486685,2024-03-18T05:12:55Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_7276380289,see,Cầu Sông Hàn,,https://www.openstreetmap.org/node/7276380289,2026-05-30T13:33:22Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5273999121,see,Cầu Thuận Phước,,https://www.openstreetmap.org/node/5273999121,2026-05-30T13:36:17Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5273998822,see,Cầu Tiên Sơn,,https://www.openstreetmap.org/node/5273998822,2026-05-30T14:19:42Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_683416736,see,Cầu Vàng,,https://www.openstreetmap.org/way/683416736,2025-07-01T03:08:00Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4294060394,see,cầu vượt Ngã Ba Huế,,https://www.openstreetmap.org/node/4294060394,2017-12-12T06:40:21Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_13417754301,see,DaNang Beach,,https://www.openstreetmap.org/node/13417754301,2025-12-30T10:24:05Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5922491535,see,Dong Tang Chon,,https://www.openstreetmap.org/node/5922491535,2023-09-06T04:06:51Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_13525483883,see,Dragon,,https://www.openstreetmap.org/node/13525483883,2026-02-05T04:08:03Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_11161070775,see,Dragon's Head,,https://www.openstreetmap.org/node/11161070775,2026-07-05T13:24:43Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_11161070774,see,Dragon's Tail,,https://www.openstreetmap.org/node/11161070774,2023-09-01T15:45:34Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4924323121,see,Fishing Village and Fleet,,https://www.openstreetmap.org/node/4924323121,2023-11-18T07:34:20Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_13811478498,see,Gold woman statue,,https://www.openstreetmap.org/node/13811478498,2026-05-09T15:41:15Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_3110591694,see,Golden Buddha,,https://www.openstreetmap.org/node/3110591694,2026-02-04T02:33:31Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_13811480597,see,Golden Diana Goddess,,https://www.openstreetmap.org/node/13811480597,2026-05-09T15:41:15Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4299663593,stay,1812 Boutique hostel,,https://www.openstreetmap.org/node/4299663593,2019-06-03T16:23:45Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5893704690,stay,4 Seasons Danang Hostel,"69 Châu Thị Vĩnh Tế, Ngũ Hành Sơn District, Danang",https://www.openstreetmap.org/node/5893704690,2018-10-05T06:17:04Z,price_text;opening_hours;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12169743813,stay,Adaline,,https://www.openstreetmap.org/node/12169743813,2024-09-11T10:32:25Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1050159049,stay,Adaline Hotel & Suites,,https://www.openstreetmap.org/way/1050159049,2025-05-15T06:57:14Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1247583064,stay,Adina Hotel,,https://www.openstreetmap.org/way/1247583064,2026-05-16T14:16:14Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12850675091,stay,Alabasta,,https://www.openstreetmap.org/node/12850675091,2025-05-20T10:23:00Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12841099500,stay,Alida,,https://www.openstreetmap.org/node/12841099500,2025-05-27T08:49:33Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12846565766,stay,Aloka Suite,,https://www.openstreetmap.org/node/12846565766,2025-05-18T09:09:07Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1181331958,stay,Amunra Ocean Hotel,,https://www.openstreetmap.org/way/1181331958,2025-05-15T12:57:36Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_7190630581,stay,An Bang My Village Homestay,,https://www.openstreetmap.org/node/7190630581,2020-02-06T11:44:53Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4347550382,stay,An Bang Retreat,,https://www.openstreetmap.org/node/4347550382,2016-08-12T16:00:14Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5023232365,stay,An Bang Vera Villas,,https://www.openstreetmap.org/node/5023232365,2017-08-09T01:42:29Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12171219577,stay,An Cu,,https://www.openstreetmap.org/node/12171219577,2024-09-12T05:30:36Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12866278354,stay,An Home,,https://www.openstreetmap.org/node/12866278354,2025-05-27T09:02:22Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12167891418,stay,An House,,https://www.openstreetmap.org/node/12167891418,2025-05-24T13:32:13Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12171219562,stay,Andy,,https://www.openstreetmap.org/node/12171219562,2025-05-23T07:42:25Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12843903345,stay,Angel Homestay,,https://www.openstreetmap.org/node/12843903345,2025-05-17T11:47:18Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_6332534548,stay,Angel Hotels,,https://www.openstreetmap.org/node/6332534548,2025-05-17T12:59:14Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1181331971,stay,Aria Grand,,https://www.openstreetmap.org/way/1181331971,2024-09-08T15:13:51Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12167891417,stay,Arrive Apartment,,https://www.openstreetmap.org/node/12167891417,2025-05-15T07:13:25Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1181331950,stay,Avatar,,https://www.openstreetmap.org/way/1181331950,2025-05-17T12:59:14Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12860787940,stay,Awaken,,https://www.openstreetmap.org/node/12860787940,2026-01-31T00:16:04Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12830376532,stay,B&M Apartment,,https://www.openstreetmap.org/node/12830376532,2025-05-16T13:52:24Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12846565768,stay,Ba Dinh,,https://www.openstreetmap.org/node/12846565768,2025-05-18T09:09:07Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12164803912,stay,Baan Taley Da Nang,,https://www.openstreetmap.org/node/12164803912,2025-05-24T13:32:13Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12169835018,stay,Bac Nam,,https://www.openstreetmap.org/node/12169835018,2025-05-16T05:20:13Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_13290137086,stay,Bamboo Green Riverside,,https://www.openstreetmap.org/node/13290137086,2025-11-09T04:16:15Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12649595801,stay,Banana Homestay,,https://www.openstreetmap.org/node/12649595801,2025-03-10T10:27:41Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12662738802,stay,Bananaflower Homestay,,https://www.openstreetmap.org/node/12662738802,2025-03-17T02:21:33Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1387134637,stay,Bantique,,https://www.openstreetmap.org/way/1387134637,2025-05-16T06:02:32Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_4347550381,stay,Banyan Villa,,https://www.openstreetmap.org/node/4347550381,2016-08-12T16:00:13Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12839774216,stay,Bao Ahn,,https://www.openstreetmap.org/node/12839774216,2025-05-16T13:52:24Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12815918301,stay,Bao chau hotel,,https://www.openstreetmap.org/node/12815918301,2025-05-16T07:38:46Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12814048285,stay,Bear,,https://www.openstreetmap.org/node/12814048285,2025-05-15T06:57:14Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_5023232366,stay,Blue An Bang Villa,,https://www.openstreetmap.org/node/5023232366,2023-02-07T14:14:12Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12173072810,stay,Blue-S,,https://www.openstreetmap.org/node/12173072810,2025-05-16T13:52:24Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_13960056401,stay,Bridges Danang Boutique Hotel,,https://www.openstreetmap.org/node/13960056401,2026-06-23T13:47:54Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12167716643,stay,Calix,,https://www.openstreetmap.org/node/12167716643,2024-09-10T09:00:03Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12168408897,stay,Calla Lily,,https://www.openstreetmap.org/node/12168408897,2025-05-25T08:44:47Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12853200249,stay,Cantona,,https://www.openstreetmap.org/node/12853200249,2025-05-21T12:59:49Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12837179239,stay,Capecia Hotel&Apartment,,https://www.openstreetmap.org/node/12837179239,2025-05-14T15:34:11Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12418258801,stay,Capsule Hotel,,https://www.openstreetmap.org/node/12418258801,2025-12-29T12:10:45Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_531448688,stay,Casuarina Hoi An,,https://www.openstreetmap.org/way/531448688,2017-10-10T12:47:12Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12841099498,stay,Celina,,https://www.openstreetmap.org/node/12841099498,2025-05-16T07:38:46Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12655225401,stay,Centre Point Hotel and Residence,,https://www.openstreetmap.org/node/12655225401,2025-03-12T06:07:02Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12169174292,stay,Charming,,https://www.openstreetmap.org/node/12169174292,2025-05-16T13:52:24Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_1181332023,stay,Charming Beauty,,https://www.openstreetmap.org/way/1181332023,2025-05-15T07:05:03Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_1435172204,stay,Charmpa Hotel,,https://www.openstreetmap.org/node/1435172204,2011-09-17T07:17:58Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12860787932,stay,Chicland,,https://www.openstreetmap.org/node/12860787932,2026-01-31T00:16:04Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_6860614485,stay,Chung cư Vicoland,,https://www.openstreetmap.org/node/6860614485,2019-10-08T14:40:11Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12173072818,stay,Cicilia,,https://www.openstreetmap.org/node/12173072818,2025-05-15T07:37:14Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12169743826,stay,Classic,,https://www.openstreetmap.org/node/12169743826,2025-05-16T13:52:24Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12169743824,stay,Coala,,https://www.openstreetmap.org/node/12169743824,2025-05-16T13:40:02Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_node_12830575033,stay,Coral Cove,,https://www.openstreetmap.org/node/12830575033,2025-05-12T15:09:05Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
10,osm_way_754677605,stay,Courtyard Danang Han River,,https://www.openstreetmap.org/way/754677605,2025-06-22T20:42:23Z,price_text;opening_hours;address;phone;website,,,,,heuristic gaps + attributable-source match; not popularity
